Station number,Station name,Region,Rainfall (mm),Mean,Percentile,Years of data,Latitude (°),Longitude (°),Elevation (m)
72043,TUMBARUMBA POST OFFICE,NSW,2971.5,2930.2,54.9,123,-35.78,148.01,645
9518,CAPE LEEUWIN,WA,2091.0,2851.6,3.3,123,-34.37,115.14,13
87043,MEREDITH (DARRA),VIC,1850.2,1972.6,33.6,123,-37.82,144.15,362
43020,MITCHELL POST OFFICE,QLD,1823.7,1700.4,68.8,123,-26.49,147.98,337
52020,MUNGINDI POST OFFICE,NSW,1670.4,1505.6,78.7,123,-28.98,148.99,160
35069,TAMBO POST OFFICE,QLD,1602.4,1572.0,56.6,123,-24.88,146.26,395
48168,ANGLEDOOL (ANGLEDOOL STATION),NSW,1505.2,1370.8,68.0,123,-29.12,147.90,150
80023,KERANG,VIC,1311.3,1132.4,84.4,123,-35.72,143.92,82
49002,BALRANALD (RSL),NSW,1115.0,982.0,77.9,123,-34.64,143.56,61
10515,BEVERLEY,WA,1021.2,1264.4,6.6,123,-32.11,116.92,199
18014,CLEVE,SA,982.5,1212.1,8.2,123,-33.70,136.49,193
5008,MARDIE,WA,782.2,857.8,40.2,123,-21.19,115.98,11
61010,CLARENCE TOWN (PRINCE ST),NSW,3502.3,3207.9,73.1,120,-32.59,151.77,24
33076,YAAMBA,QLD,2533.0,2541.3,57.1,120,-23.13,150.37,19
86117,TOOROURRONG RESERVOIR (TOOROURRONG),VIC,2287.6,2371.6,35.3,120,-37.48,145.15,219
41013,CANNING DOWNS,QLD,2286.5,2015.8,74.8,120,-28.23,152.07,456
23733,MOUNT BARKER,SA,2109.6,2276.6,23.5,120,-35.07,138.85,359
50031,PEAK HILL POST OFFICE,NSW,1924.8,1705.3,76.5,120,-32.72,148.19,285
26026,ROBE,SA,1647.6,1908.1,5.9,120,-37.16,139.76,3
88015,CLUNES,VIC,1641.2,1768.8,33.6,120,-37.30,143.78,332
94029,HOBART (ELLERSLIE ROAD),TAS,1600.4,1839.6,12.6,120,-42.89,147.33,51
88043,MARYBOROUGH,VIC,1582.9,1597.8,48.7,120,-37.06,143.73,249
21010,BRINKWORTH (BUNGAREE),SA,1416.2,1732.4,5.9,120,-33.75,138.56,368
23307,KAPUNDA,SA,1325.6,1470.8,14.3,120,-34.34,138.92,245
10626,PINGELLY,WA,1164.4,1342.1,12.6,120,-32.53,117.08,297
10614,NARROGIN,WA,1149.2,1477.0,0.8,120,-32.93,117.18,338
24518,MENINGIE,SA,1117.3,1399.5,4.2,120,-35.69,139.34,3
19037,PORT GERMEIN,SA,895.1,990.6,27.7,120,-33.02,138.00,4
47019,MENINDEE POST OFFICE,NSW,889.8,738.0,79.0,120,-32.39,142.42,61
24013,LOXTON (PYAP),SA,802.8,785.7,58.8,120,-34.44,140.50,40
88029,HEATHCOTE,VIC,2008.0,1725.7,83.0,119,-36.96,144.70,311
22023,YORKETOWN,SA,977.0,1233.4,0.0,119,-35.02,137.60,20
82042,STRATHBOGIE,VIC,2706.6,2890.0,35.0,118,-36.85,145.73,501
75049,MAUDE (NAP NAP),NSW,1207.2,965.1,87.2,118,-34.45,144.17,75
21029,KOOLUNGA,SA,1091.4,1177.1,30.8,118,-33.59,138.33,125
7017,CUE,WA,639.7,702.2,32.5,118,-27.43,117.89,453
40043,CAPE MORETON LIGHTHOUSE,QLD,4221.6,4297.7,43.1,117,-27.03,153.47,100
69018,MORUYA HEADS PILOT STATION,NSW,3038.4,2872.3,66.4,117,-35.91,150.15,17
85096,WILSONS PROMONTORY LIGHTHOUSE,VIC,3033.8,3139.3,42.2,117,-39.13,146.42,95
84016,GABO ISLAND LIGHTHOUSE,VIC,2798.0,2776.1,59.5,117,-37.57,149.92,15
41022,DALVEEN,QLD,2719.3,2563.1,70.7,117,-28.50,151.97,904
68007,CAMDEN (BROWNLOW HILL),NSW,2437.2,2250.0,73.3,117,-34.03,150.65,61
35016,CAPELLA POST OFFICE,QLD,2310.4,1751.3,90.5,117,-23.09,148.02,228
90021,COBDEN (POST OFFICE),VIC,2134.9,2523.3,3.5,117,-38.33,143.08,134
70005,BOMBALA (THERRY STREET),NSW,2120.0,1974.8,69.8,117,-36.91,149.24,705
9519,CAPE NATURALISTE,WA,2084.8,2378.7,18.1,117,-33.54,115.02,109
41082,PITTSWORTH,QLD,2036.9,2057.7,47.4,117,-27.72,151.64,520
90062,PENSHURST (THE GUMS),VIC,1961.4,1996.7,42.2,117,-37.88,142.42,205
81085,DUNOLLY,VIC,1675.4,1481.5,78.5,117,-36.86,143.73,210
89103,DERRINALLUM (CRAIGMORE),VIC,1668.8,1709.4,40.5,117,-37.97,143.22,173
44010,BOLLON MARY ST,QLD,1514.3,1378.9,75.0,117,-28.03,147.48,183
36007,BARCALDINE POST OFFICE,QLD,1398.5,1479.3,43.1,117,-23.55,145.29,267
24573,TRURO,SA,1309.6,1485.4,18.1,117,-34.41,139.13,344
23318,TANUNDA,SA,1296.5,1621.3,5.2,117,-34.51,138.96,249
25507,KEITH,SA,1294.0,1377.7,26.7,117,-36.10,140.36,29
18069,ELLISTON,SA,1203.2,1287.2,25.9,117,-33.65,134.89,7
10647,WAGIN,WA,997.0,1301.1,0.9,117,-33.31,117.34,256
19062,YONGALA,SA,940.5,1100.0,19.8,117,-33.03,138.76,521
19001,APPILA,SA,931.8,1156.8,6.9,117,-33.05,138.43,369
24521,MURRAY BRIDGE,SA,918.0,1042.7,15.5,117,-35.12,139.26,33
16055,YARDEA,SA,846.2,835.8,58.6,117,-32.38,135.52,260
10092,MERREDIN,WA,837.8,976.2,15.5,117,-31.48,118.28,315
10041,DOONGIN PEAK,WA,835.1,975.5,12.1,117,-31.62,117.44,250
19017,HAWKER,SA,821.9,917.4,35.3,117,-31.90,138.44,340
24530,SEDAN (SANDLETON),SA,683.0,798.7,16.4,117,-34.46,139.36,78
20025,WOOLGANGI,SA,637.8,662.6,49.1,117,-33.50,139.52,135
32023,HALIFAX MACROSSAN ST,QLD,9028.6,6375.1,97.4,116,-18.58,146.28,9
82057,WOORAGEE,VIC,2743.8,2474.2,80.9,116,-36.30,146.73,392
90015,CAPE OTWAY LIGHTHOUSE,VIC,2318.0,2710.5,1.7,116,-38.86,143.51,80
87014,BUNGAREE (KIRKS RESERVOIR),VIC,2315.6,2529.6,22.6,116,-37.55,143.93,511
73014,GRENFELL (MANGANESE RD),NSW,2073.7,1861.0,74.8,116,-33.89,148.15,390
53041,TULLOONA (COOLANGA),NSW,1772.0,1736.4,57.4,116,-28.87,150.09,218
23722,HARROGATE,SA,1712.2,1694.4,56.5,116,-34.93,139.01,365
9561,KENDENUP,WA,1545.0,1738.0,21.7,116,-34.49,117.63,262
75032,HILLSTON AIRPORT,NSW,1376.4,1105.1,87.8,116,-33.49,145.52,122
21031,LAURA,SA,1193.2,1376.7,12.2,116,-33.19,138.30,248
8008,BERKSHIRE VALLEY,WA,1039.6,1279.1,3.5,116,-30.58,116.14,230
18079,STREAKY BAY,SA,1002.5,1129.1,16.5,116,-32.81,134.20,45
69010,BRAIDWOOD (WALLACE STREET),NSW,2529.8,2171.8,83.3,115,-35.45,149.80,643
56008,DEEPWATER POST OFFICE,NSW,2167.2,2345.5,28.1,115,-29.44,151.85,970
90077,TERANG,VIC,1967.6,2354.3,4.4,115,-38.24,142.92,131
63005,BATHURST AGRICULTURAL STATION,NSW,1724.7,1920.4,24.6,115,-33.43,149.56,713
51042,QUAMBONE STATION,NSW,1714.1,1359.4,85.1,115,-30.93,147.87,152
23747,STRATHALBYN,SA,1331.6,1484.3,11.4,115,-35.26,138.89,70
76050,PIRA WILD HORSE PLAINS,VIC,1224.5,999.5,85.1,115,-35.26,143.37,89
24508,CALLINGTON,SA,1103.3,1141.6,44.7,115,-35.13,139.04,96
10111,NORTHAM,WA,1009.1,1296.8,4.4,115,-31.65,116.66,170
44181,HUNGERFORD (PAROO RIVER),QLD,994.4,869.0,71.0,115,-29.00,144.41,139
19047,BOOLEROO CENTRE (WILLOWIE),SA,892.3,955.1,41.2,115,-32.69,138.32,316
19032,ORROROO,SA,867.4,1019.9,19.3,115,-32.73,138.61,428
20010,KOONAMORE,SA,756.0,649.5,71.0,115,-32.06,139.38,205
200288,NORFOLK ISLAND AERO,NSW,3461.4,3784.7,24.8,114,-29.04,167.94,112
40126,MARYBOROUGH,QLD,3268.0,3341.8,54.0,114,-25.51,152.72,9
82001,BEECHWORTH COMPOSITE,VIC,3161.6,2987.6,69.0,114,-36.37,146.71,580
67019,PROSPECT RESERVOIR,NSW,2592.0,2609.3,55.8,114,-33.82,150.91,61
70032,FAIRLIGHT STATION,NSW,2547.2,2481.9,57.5,114,-35.23,148.91,610
55057,WILLOW TREE (VALAIS),NSW,2337.4,2189.1,66.4,114,-31.77,150.29,465
23710,CLARENDON,SA,2165.4,2395.7,21.2,114,-35.11,138.62,267
65034,WELLINGTON (D&J RURAL),NSW,1996.3,1853.2,70.8,114,-32.56,148.95,305
62013,GULGONG POST OFFICE,NSW,1990.7,1929.1,62.8,114,-32.36,149.53,475
52023,PILLIGA POST OFFICE,NSW,1687.7,1677.7,54.9,114,-30.35,148.88,162
36026,ISISFORD POST OFFICE,QLD,1651.6,1305.9,87.6,114,-24.26,144.44,203
23754,YANKALILLA,SA,1529.6,1734.5,11.5,114,-35.46,138.35,45
8100,NORTHAMPTON,WA,1357.4,1419.8,38.9,114,-28.35,114.64,180
24519,MILANG,SA,1283.2,1173.6,76.1,114,-35.41,138.97,8
95003,BUSHY PARK (BUSHY PARK ESTATES),TAS,1211.6,1706.5,0.0,114,-42.71,146.90,27
78013,GERANG GERUNG,VIC,1202.6,1217.4,51.3,114,-36.40,141.88,140
19052,WIRRABARA,SA,1163.6,1416.7,10.6,114,-33.03,138.27,330
47029,POONCARIE MAIL AGENCY,NSW,1016.9,796.9,85.8,114,-33.39,142.57,53
22009,MINLATON,SA,997.9,1278.6,0.9,114,-34.77,137.60,70
21012,BUTE,SA,959.9,1189.9,10.6,114,-33.86,138.01,111
10124,NANGEENAN,WA,874.9,928.9,31.0,114,-31.52,118.17,280
69003,BEMBOKA POST OFFICE,NSW,2500.4,2463.7,58.9,113,-36.63,149.57,215
56032,TENTERFIELD (FEDERATION PARK),NSW,2476.8,2546.0,50.0,113,-29.05,152.02,838
54003,BARRABA (CLIFTON LANE),NSW,2328.2,2070.7,78.6,113,-30.38,150.61,499
64008,COONABARABRAN (SHOWGROUNDS),NSW,2326.9,2241.9,62.5,113,-31.28,149.28,520
37010,CAMOOWEAL TOWNSHIP,QLD,2095.6,1238.1,97.3,113,-19.92,138.12,231
89019,MIRRANATWA (BOWACKA),VIC,1976.0,2012.4,44.6,113,-37.40,142.38,248
23705,BIRDWOOD,SA,1872.1,2140.1,13.4,113,-34.80,138.95,389
48025,WEILMORINGLE (CARINGLE),NSW,1490.5,1184.0,84.8,113,-29.35,146.81,131
24515,LANGHORNE CREEK,SA,1125.0,1160.2,41.1,113,-35.30,139.03,18
19038,QUORN,SA,917.2,985.4,37.5,113,-32.35,138.04,295
22011,MOONTA,SA,901.1,1102.2,7.1,113,-34.07,137.59,20
19006,BOOLEROO CENTRE,SA,888.3,1161.0,8.0,113,-32.88,138.35,403
17014,BLINMAN,SA,831.1,898.5,35.7,113,-31.09,138.68,616
16043,WOOMERA (SOUTH GAP STATION),SA,680.1,551.7,79.5,113,-31.63,137.62,43
7064,MURGOO,WA,644.8,656.4,54.5,113,-27.36,116.43,303
33077,PACIFIC HEIGHTS,QLD,4124.2,3852.8,72.1,112,-23.10,150.73,51
23750,URAIDLA,SA,3010.4,3268.5,24.3,112,-34.96,138.74,487
29012,CROYDON TOWNSHIP,QLD,2735.0,2238.6,91.9,112,-18.20,142.24,116
9500,ALBANY,WA,2556.1,2822.9,22.5,112,-35.03,117.88,3
54039,BINGARA (KEERA),NSW,2404.2,2100.2,81.1,112,-29.99,150.78,333
62021,MUDGEE (GEORGE STREET),NSW,2187.6,2009.7,80.2,112,-32.60,149.60,454
26018,MILLICENT,SA,2103.7,2253.4,23.4,112,-37.59,140.34,20
90063,PENSHURST (POST OFFICE),VIC,1940.7,2169.1,20.7,112,-37.88,142.29,233
23721,HAPPY VALLEY RESERVOIR,SA,1860.8,1920.9,41.4,112,-35.06,138.57,174
87007,MORRISONS (BALLARK),VIC,1716.7,1961.5,20.7,112,-37.74,144.14,379
41053,JONDARYAN POST OFFICE,QLD,1591.3,1876.2,16.2,112,-27.37,151.59,382
80015,ECHUCA AERODROME,VIC,1480.1,1283.6,83.8,112,-36.16,144.76,96
26016,LUCINDALE POST OFFICE,SA,1477.2,1811.8,7.2,112,-36.97,140.37,30
10032,COWCOWING,WA,822.3,904.3,26.1,112,-31.00,117.40,300
7197,CHALLA,WA,580.0,644.4,36.9,112,-28.28,118.31,400
63039,KATOOMBA (FARNELLS RD),NSW,4059.3,4181.9,51.8,111,-33.71,150.30,1017
40224,ALDERLEY,QLD,3890.8,3483.5,73.6,111,-27.42,153.00,39
88044,MARYSVILLE (POST OFFICE),VIC,3786.1,4053.3,28.2,111,-37.51,145.75,420
69029,EDEN (TIMBILLICA),NSW,3121.4,2889.7,70.9,111,-37.36,149.70,35
88023,LAKE EILDON,VIC,2766.2,2556.7,76.4,111,-37.23,145.91,230
65022,MANILDRA (HAZELDALE),NSW,2133.6,2027.6,65.5,111,-33.16,148.59,530
39036,EIDSVOLD POST OFFICE,QLD,2071.3,2124.2,46.4,111,-25.37,151.12,197
86131,YAN YEAN,VIC,2056.6,2021.4,55.0,111,-37.56,145.13,198
75039,LAKE CARGELLIGO AIRPORT,NSW,1440.0,1284.5,73.6,111,-33.28,146.37,169
46022,WILCANNIA (MOUNT MURCHISON),NSW,1089.7,755.9,93.6,111,-31.45,143.65,83
21016,CRYSTAL BROOK,SA,959.8,1204.5,7.3,111,-33.35,138.21,105
47053,WENTWORTH POST OFFICE,NSW,725.6,845.2,27.3,111,-34.11,141.92,37
31036,KURANDA RAILWAY STATION,QLD,10243.9,6459.0,99.1,110,-16.82,145.64,340
40106,KENILWORTH TOWNSHIP,QLD,3571.6,3887.9,38.5,110,-26.60,152.73,107
28004,PALMERVILLE,QLD,3405.6,3062.9,71.6,110,-16.00,144.08,204
85040,FISH CREEK (HODDLE RANGE),VIC,3021.5,3116.6,33.9,110,-38.69,146.15,145
82009,CARBOOR,VIC,2776.7,2742.7,59.6,110,-36.61,146.54,238
70025,CROOKWELL POST OFFICE,NSW,2661.4,2621.9,58.7,110,-34.46,149.47,887
66058,SANS SOUCI (PUBLIC SCHOOL),NSW,2382.0,3243.5,6.4,110,-33.99,151.13,9
90067,PORT CAMPBELL POST OFFICE,VIC,2378.4,2719.4,8.3,110,-38.62,142.99,20
23720,HAHNDORF,SA,2317.6,2523.4,23.9,110,-35.02,138.81,341
53033,PALLAMALLAWA POST OFFICE,NSW,2031.2,1852.4,72.5,110,-29.47,150.14,230
26012,KINGSTON SE,SA,1597.6,1736.3,25.7,110,-36.83,139.85,7
81008,COLBINABBIN,VIC,1578.9,1539.8,59.6,110,-36.54,144.78,144
44054,MULGA DOWNS,QLD,1366.6,1190.0,75.2,110,-28.81,147.12,146
22803,CAPE WILLOUGHBY,SA,1358.3,1639.4,1.8,110,-35.84,138.13,55
23314,RIVERTON,SA,1287.8,1580.9,7.3,110,-34.16,138.75,265
75007,BOOLIGAL (BELMONT),NSW,1260.7,1017.9,87.2,110,-33.84,144.91,95
25502,COOKE PLAINS,SA,1033.3,1144.7,24.8,110,-35.38,139.56,6
22017,STANSBURY,SA,1002.4,1207.1,7.3,110,-34.91,137.80,5
10536,CORRIGIN,WA,923.5,1116.9,7.3,110,-32.33,117.87,295
19018,HAWKER (HOLOWILIENA),SA,884.7,873.1,55.0,110,-31.88,138.84,495
32032,MACKNADE SUGAR MILL,QLD,9487.6,6367.0,100.0,109,-18.59,146.25,8
57023,EBOR (WONGWIBINDA),NSW,2810.6,2711.9,64.8,109,-30.29,152.17,1195
9023,JARRAHDALE,WA,2805.2,3558.9,2.8,109,-32.33,116.08,240
9030,MUNDARING,WA,2620.3,3189.3,6.5,109,-31.90,116.16,300
33062,RAVENSWOOD POST OFFICE,QLD,2549.3,1975.7,90.7,109,-20.10,146.89,247
56028,URALLA (SALISBURY COURT),NSW,2501.8,2300.7,77.8,109,-30.73,151.51,1018
90033,DERGHOLM (HILLGROVE),VIC,1938.2,2075.8,26.9,109,-37.36,141.21,89
89002,BALLARAT AERODROME,VIC,1779.8,2066.8,12.0,109,-37.51,143.79,435
73019,JUNEE TREATMENT WORKS,NSW,1660.2,1585.2,67.6,109,-34.85,147.57,280
79017,GOROKE (POST OFFICE),VIC,1544.2,1538.5,54.2,109,-36.72,141.47,162
80024,KERANG (MERAN DOWNS),VIC,1363.5,1101.7,89.8,109,-35.87,143.80,80
10582,KOJONUP,WA,1357.8,1613.0,4.6,109,-33.83,117.16,305
75062,MOULAMEIN (TCHELERY),NSW,1286.6,950.7,92.6,109,-34.81,144.17,70
21020,GEORGETOWN,SA,1277.9,1436.6,23.1,109,-33.36,138.39,273
23724,KANMANTOO,SA,1270.0,1432.1,19.4,109,-35.07,139.00,195
19024,MELROSE,SA,1190.2,1750.8,1.9,109,-32.83,138.19,383
24525,PALMER,SA,1011.6,1237.3,8.3,109,-34.85,139.16,192
18024,DARKE PEAK,SA,915.0,1132.4,5.6,109,-33.47,136.21,165
58056,TWEED HEADS GOLF CLUB,NSW,7005.8,5085.9,98.1,108,-28.20,153.55,5
61071,STROUD POST OFFICE,NSW,4102.0,3382.4,91.6,108,-32.40,151.97,44
63118,BILPIN (FERN GROVE),NSW,3789.6,3976.9,44.9,108,-33.52,150.49,610
23709,CHERRY GARDENS,SA,2521.5,2769.2,21.5,108,-35.06,138.66,376
84015,ENSAY,VIC,2362.3,2130.0,78.5,108,-37.38,147.84,240
41095,STANTHORPE LESLIE PARADE,QLD,2244.5,2253.6,52.3,108,-28.66,151.93,784
55044,BOGGABRI (RETREAT),NSW,2072.8,1755.8,86.0,108,-30.70,150.28,302
50036,TRUNDLE (LONG ST),NSW,1949.6,1493.8,91.6,108,-32.92,147.70,255
23752,WILLIAMSTOWN,SA,1769.7,2012.5,14.9,108,-34.65,138.88,260
89022,MOUTAJUP,VIC,1746.6,1927.6,13.1,108,-37.65,142.23,221
85073,SEASPRAY (BURONG),VIC,1713.4,1788.6,35.5,108,-38.32,147.18,28
51038,NEVERTIRE (CLYDE ST),NSW,1626.1,1389.8,80.4,108,-31.84,147.72,197
89033,WICKLIFFE,VIC,1448.8,1684.3,11.2,108,-37.69,142.73,222
10537,CRANBROOK,WA,1406.8,1514.4,25.2,108,-34.30,117.55,255
94061,SANDFORD (MAYDENA),TAS,1399.2,1704.8,6.5,108,-42.93,147.52,3
79008,CLEAR LAKE,VIC,1316.6,1497.5,18.7,108,-36.94,141.87,155
21022,GULNARE,SA,1235.1,1401.1,17.8,108,-33.47,138.44,283
78010,DIMBOOLA,VIC,1126.4,1232.2,31.8,108,-36.46,142.03,111
5022,RED HILL,WA,957.8,1082.8,28.0,108,-21.98,116.07,150
8025,CARNAMAH,WA,889.1,1141.8,7.5,108,-29.69,115.89,268
24501,AUSTRALIA PLAINS,SA,856.8,911.8,36.5,108,-34.10,139.16,281
20020,YUNTA (PANARAMITEE),SA,816.6,692.3,76.6,108,-32.64,139.65,275
24010,MOOROOK,SA,756.0,768.7,48.6,108,-34.29,140.36,33
19008,BRUCE,SA,726.0,818.2,28.0,108,-32.46,138.20,242
200284,COCOS ISLAND AIRPORT,WA,4892.6,5922.6,10.4,107,-12.19,96.83,3
82058,YACKANDANDAH,VIC,2947.2,2830.9,66.0,107,-36.33,146.85,310
69006,BETTOWYND (BELLARINGAH),NSW,2549.0,2362.1,70.8,107,-35.70,149.79,165
53044,WEE WAA (GEORGE ST),NSW,2066.2,1752.3,80.2,107,-30.23,149.45,190
81007,CANIAMBO,VIC,1644.4,1579.6,69.8,107,-36.46,145.66,130
79039,REDBANK,VIC,1588.0,1750.6,26.4,107,-36.91,143.34,260
79037,NAVARRE,VIC,1587.9,1607.2,46.2,107,-36.90,143.11,228
93014,OATLANDS POST OFFICE,TAS,1521.2,1658.4,34.0,107,-42.30,147.37,406
79040,ST ARNAUD,VIC,1391.2,1529.5,20.8,107,-36.62,143.26,240
22811,SMITH BAY (SMITHS BAY),SA,1339.1,1516.8,17.9,107,-35.60,137.44,30
24536,TAILEM BEND,SA,1016.9,1112.4,30.2,107,-35.25,139.45,21
10134,WATTENING,WA,1000.6,1290.3,0.0,107,-31.31,116.52,240
19013,EURELIA (AILERUE),SA,959.8,986.4,47.2,107,-32.54,138.56,528
6045,TAMALA,WA,706.5,880.9,15.1,107,-26.70,113.72,50
17024,MARREE (FARINA),SA,551.6,491.5,69.8,107,-30.07,138.27,91
17055,MARREE (WITCHELINA STATION),SA,524.0,457.1,72.6,107,-30.02,138.04,165
88060,KINGLAKE WEST (WALLABY CREEK),VIC,3195.3,3530.7,21.9,106,-37.45,145.21,488
55041,NUNDLE POST OFFICE,NSW,2771.5,2502.1,83.8,106,-31.46,151.13,595
56016,GUYRA POST OFFICE,NSW,2746.8,2632.3,66.7,106,-30.22,151.67,1275
90060,NULLAWARRE,VIC,2420.0,2646.6,14.3,106,-38.47,142.75,55
35026,DUARINGA POST OFFICE,QLD,2129.3,2107.0,51.4,106,-23.71,149.67,86
84003,BRUTHEN (POST OFFICE),VIC,2128.2,2245.5,35.2,106,-37.71,147.83,22
53018,CROPPA CREEK (KRUI PLAINS),NSW,1957.5,1761.6,68.6,106,-28.99,150.02,222
65030,DUBBO (MENTONE),NSW,1925.8,1961.6,52.4,106,-32.52,148.52,330
63076,SOFALA OLD POST OFFICE,NSW,1909.8,1934.2,54.3,106,-33.08,149.69,579
23753,WILLUNGA,SA,1817.9,1937.7,28.6,106,-35.27,138.56,104
23737,MOUNT PLEASANT,SA,1781.2,1998.6,13.3,106,-34.77,139.05,430
80049,ROCHESTER,VIC,1471.4,1342.2,79.0,106,-36.36,144.71,114
81047,TARNAGULLA,VIC,1448.7,1417.7,56.2,106,-36.77,143.83,209
75012,WAKOOL (CALIMO),NSW,1374.4,1149.6,81.9,106,-35.42,144.60,84
75046,MOULAMEIN POST OFFICE,NSW,1351.5,1077.0,89.5,106,-35.09,144.03,72
4006,BONNEY DOWNS,WA,1209.9,967.0,82.9,106,-22.18,119.94,480
10524,BROOKTON,WA,1137.8,1344.2,8.6,106,-32.37,117.01,250
8005,BARBERTON,WA,1070.4,1336.9,2.9,106,-30.73,116.02,200
10633,RAVENSTHORPE,WA,1025.3,1294.9,3.8,106,-33.58,120.05,232
12011,BULLFINCH,WA,940.5,909.3,59.0,106,-30.98,119.07,362
76038,MURRAYVILLE,VIC,859.3,971.7,26.7,106,-35.26,141.18,71
7007,BOOLARDY,WA,712.4,647.8,66.7,106,-26.98,116.54,300
32045,VICTORIA SUGAR MILL,QLD,8919.5,6143.6,99.0,105,-18.65,146.20,10
60036,WINGHAM (LANARK CLOSE),NSW,4057.2,3294.7,88.5,105,-31.86,152.34,66
88031,HIGHLANDS (GLENTANNAR),VIC,2599.1,2545.4,58.6,105,-37.07,145.41,565
34010,TRAFALGAR STATION,QLD,2551.1,1924.2,88.5,105,-20.43,146.01,280
82029,MILAWA BROWN BROS,VIC,1982.9,1994.8,53.9,105,-36.46,146.43,158
88002,AVENEL (POST OFFICE),VIC,1877.5,1822.1,66.3,105,-36.89,145.23,152
90020,CASTERTON (WARROCK),VIC,1866.9,1857.7,50.0,105,-37.44,141.34,115
88048,NEWSTEAD,VIC,1798.6,1621.5,75.0,105,-37.11,144.06,217
79019,GREAT WESTERN (SEPPELT),VIC,1716.2,1655.0,59.6,105,-37.18,142.86,280
18019,COULTA,SA,1464.0,1569.0,24.0,105,-34.39,135.47,75
74005,BARELLAN POST OFFICE,NSW,1379.6,1337.2,68.3,105,-34.28,146.57,158
25512,PARRAKIE,SA,1171.7,1134.5,60.6,105,-35.38,140.25,83
10502,AMELUP,WA,1062.4,1163.2,20.2,105,-34.26,118.22,210
8143,YANDANOOKA,WA,1026.6,1217.7,21.1,105,-29.29,115.63,210
12083,WESTONIA,WA,945.8,987.1,40.4,105,-31.30,118.70,350
7014,COODARDY,WA,707.5,674.2,61.5,105,-27.25,117.65,500
48079,WANAARING POST OFFICE,NSW,693.7,808.8,33.6,105,-29.70,144.15,108
9619,WILGARRUP,WA,2225.2,2752.6,10.7,104,-34.15,116.20,240
41100,TEXAS POST OFFICE,QLD,2147.5,1925.4,76.7,104,-28.85,151.17,295
92029,ORMLEY,TAS,1809.2,1641.9,74.8,104,-41.72,147.82,225
89025,SKIPTON (GOLF COURSE),VIC,1659.1,1860.9,15.5,104,-37.69,143.37,299
21062,HALLETT (OLD CANOWIE),SA,1339.2,1521.5,19.4,104,-33.30,138.76,575
78042,WYCHEPROOF,VIC,1238.1,1163.8,65.0,104,-36.08,143.23,110
76047,OUYEN (POST OFFICE),VIC,1149.9,1001.7,76.7,104,-35.07,142.31,65
10534,COLORADO,WA,1081.8,1094.4,42.7,104,-32.48,117.56,270
21003,BLYTH,SA,1050.0,1290.7,7.8,104,-33.85,138.49,192
8137,WONGAN HILLS,WA,1044.4,1164.3,19.4,104,-30.89,116.72,283
24008,LYRUP,SA,889.6,737.6,88.3,104,-34.26,140.65,22
38010,GLENORMISTON,QLD,778.6,650.5,72.8,104,-22.92,138.80,138
19057,ORROROO (YALPARA),SA,761.2,721.0,67.0,104,-32.55,138.87,302
85045,KORUMBURRA,VIC,2774.5,3606.8,0.0,103,-38.43,145.82,205
39067,MOONMERA,QLD,2567.6,2321.7,74.5,103,-23.58,150.40,137
69002,BEGA (NEWTOWN ROAD),NSW,2519.9,2604.5,50.0,103,-36.69,149.84,50
70067,NIMMITABEL WASTEWATER TREATMENT FACILITY,NSW,1932.2,2092.5,39.2,103,-36.51,149.28,1075
73054,WYALONG POST OFFICE,NSW,1748.3,1488.1,86.3,103,-33.93,147.24,245
10530,CHAMINGUP,WA,1409.1,1627.0,6.9,103,-33.91,117.10,320
8028,NABAWA,WA,1254.7,1349.3,28.4,103,-28.50,114.79,145
25504,COONALPYN,SA,1194.6,1354.5,12.8,103,-35.69,139.85,22
22020,WALLAROO,SA,868.0,1094.9,4.9,103,-33.93,137.64,25
7068,NINGHAN STATION,WA,867.8,892.5,45.1,103,-29.43,117.29,330
46015,BROKEN HILL (LANGAWIRRA),NSW,812.2,696.2,78.4,103,-31.45,142.14,135
5032,YARRALOOLA HOMESTEAD,WA,742.1,880.1,29.4,103,-21.57,115.88,50
91109,YOLLA (SEA VIEW),TAS,3882.8,4344.8,15.8,102,-41.14,145.71,343
63043,KURRAJONG HEIGHTS (BELLS LINE OF ROAD),NSW,3754.9,3672.7,60.4,102,-33.53,150.63,460
57005,DRAKE (VILLAGE RESOURCE CENTRE),NSW,3688.3,3219.7,76.2,102,-28.93,152.38,490
41120,YANGAN POST OFFICE,QLD,2327.3,2143.2,75.3,102,-28.20,152.21,536
90013,CAPE BRIDGEWATER,VIC,1972.2,2476.7,0.0,102,-38.32,141.41,10
23005,ADELAIDE (GLEN OSMOND),SA,1693.7,1866.4,20.8,102,-34.95,138.65,128
79075,RUPANYUP (POST OFFICE),VIC,1301.2,1294.8,46.5,102,-36.63,142.63,145
79036,NATIMUK,VIC,1239.1,1333.6,34.6,102,-36.74,141.94,122
78086,JEPARIT,VIC,1087.4,1164.4,38.6,102,-36.14,141.99,81
77052,WOOMELANG,VIC,1072.8,1045.4,57.4,102,-35.68,142.67,79
77028,BIRCHIP (MARLBED),VIC,1003.1,1079.9,30.7,102,-35.80,142.88,90
21002,BALAKLAVA,SA,904.5,1122.0,8.9,102,-34.14,138.42,68
18063,PENONG,SA,874.6,964.9,23.8,102,-31.93,133.01,16
