Station number,Station name,Region,Rainfall (mm),Mean,Percentile,Years of data,Latitude (°),Longitude (°),Elevation (m)
40301,GLENAVEN,QLD,2211.0,2295.1,43.1,73,-27.19,151.96,612
7019,BULLOO DOWNS,WA,905.2,748.3,77.8,73,-24.00,119.57,600
76037,MURRAY LOCK NUMBER 9,VIC,827.4,847.0,41.7,73,-34.19,141.60,30
31062,WHYANBEEL VALLEY,QLD,11965.8,8803.8,98.6,72,-16.39,145.35,6
32043,UPPER STONE EXELBY,QLD,6874.3,4869.3,94.4,72,-18.72,145.92,61
57119,WALCHA (KARORI),NSW,3024.9,2799.3,71.8,72,-30.89,151.85,1082
97000,CAPE SORELL,TAS,2886.8,4003.1,0.0,72,-42.20,145.17,19
40189,SOMERSET DAM,QLD,2498.8,2992.6,14.1,72,-27.11,152.56,113
10571,JALNA,WA,1329.0,1400.9,36.6,72,-32.38,116.83,235
19031,OODLA WIRRA,SA,888.9,912.7,49.3,72,-32.89,139.06,508
60085,YARRAS (MOUNT SEAVIEW),NSW,9296.0,5800.2,94.3,71,-31.39,152.25,155
97020,LAKE MARGARET POWER STATION,TAS,8028.1,8804.7,11.4,71,-42.00,145.54,320
40004,AMBERLEY AMO,QLD,3014.8,2637.3,81.4,71,-27.63,152.71,24
69066,WYNDHAM POST OFFICE,NSW,2958.8,2727.6,67.1,71,-36.93,149.65,300
62036,ULAN WATER,NSW,1925.2,1958.0,47.1,71,-32.28,149.74,420
41106,UPPER FOREST SPRINGS,QLD,1913.3,2044.8,31.4,71,-27.97,152.08,566
81019,NAGAMBIE (GOULBURN WEIR),VIC,1710.6,1625.2,68.6,71,-36.72,145.17,122
86038,ESSENDON AIRPORT,VIC,1700.2,1752.6,42.9,71,-37.73,144.91,78
47040,WENTWORTH (WAMBERRA STATION),NSW,844.2,767.2,77.1,71,-33.93,142.36,60
17043,OODNADATTA AIRPORT,SA,422.6,518.4,31.4,71,-27.56,135.45,117
59006,LOWER BUCCA,NSW,5534.0,4628.9,85.5,70,-30.16,153.10,112
61078,WILLIAMTOWN RAAF,NSW,3852.4,3409.8,82.6,70,-32.79,151.84,8
70016,CAPTAINS FLAT (FOXLOW ST),NSW,2530.5,2263.6,75.4,70,-35.59,149.45,850
94020,DOVER,TAS,2413.2,2587.3,29.0,70,-43.33,147.00,20
86074,MITCHAM,VIC,2292.8,2581.1,17.4,70,-37.82,145.19,155
39000,ABERCORN,QLD,1980.3,2046.7,46.4,70,-25.13,151.13,200
35225,CARDBEIGN,QLD,1937.5,1967.8,55.1,70,-24.29,148.11,330
81049,TATURA INST SUSTAINABLE AG,VIC,1465.2,1474.8,58.0,70,-36.44,145.27,114
93002,JERICHO (BOWSDEN),TAS,1394.4,1596.7,18.8,70,-42.39,147.31,405
23013,PARAFIELD AIRPORT,SA,1177.4,1339.2,15.9,70,-34.80,138.63,10
21036,MUNDOORA,SA,935.3,1058.7,23.2,70,-33.60,138.09,65
10011,BONNIE ROCK,WA,755.1,882.2,18.8,70,-30.47,118.38,430
82068,MITTA MITTA,VIC,2946.0,3104.3,33.8,69,-36.53,147.37,320
92011,GLADSTONE (OLD POST OFFICE),TAS,2616.8,2590.7,50.0,69,-40.96,148.01,61
52016,GWABEGAR POST OFFICE,NSW,1877.0,1702.2,72.1,69,-30.61,148.97,211
94048,OPOSSUM BAY,TAS,1495.5,1641.2,25.0,69,-43.00,147.41,35
10866,CRANHAM,WA,1299.6,1470.3,10.3,69,-33.93,117.33,340
11019,EYRE,WA,1174.8,982.9,91.2,69,-32.25,126.30,6
21120,WHYTE-YARCOWIE (GUM PARK),SA,1127.0,1275.3,16.2,69,-33.25,138.79,563
76067,WERRIMULL,VIC,957.8,828.8,77.9,69,-34.39,141.60,65
24502,BLACK HILL,SA,831.2,850.5,41.2,69,-34.69,139.44,71
58045,NYMBOIDA (SUTTON ST),NSW,4066.1,3244.1,88.1,68,-29.94,152.73,192
9636,COWARAMUP,WA,2908.8,3360.9,10.4,68,-33.84,115.07,120
92001,APSLAWN,TAS,2309.6,2173.1,64.2,68,-41.95,148.18,10
35053,PEAKVALE STATION,QLD,2137.4,1717.9,80.6,68,-23.19,147.35,-999
88021,EBERYS,VIC,1714.6,1735.1,52.2,68,-37.20,144.01,306
9584,MYRUP,WA,1652.1,1792.0,23.9,68,-33.74,122.00,60
8168,HOWATHARRA,WA,1333.0,1374.6,40.3,68,-28.54,114.62,70
24576,MILANG (NAVARINO),SA,1267.8,1233.8,56.7,68,-35.35,138.98,14
16047,TODMORDEN,SA,601.0,552.2,58.2,68,-27.14,134.76,200
16006,TARCOOLA (COMMONWEALTH HILL),SA,535.8,528.1,52.2,68,-29.94,134.15,181
31049,MULGRAVE MILL,QLD,8013.0,5911.1,97.0,67,-17.09,145.79,15
9592,PEMBERTON,WA,3425.8,3554.6,40.9,67,-34.45,116.04,174
92017,KELLEVIE,TAS,2290.0,2676.3,15.2,67,-42.79,147.81,123
41404,ELLANGOWAN,QLD,1927.1,2081.1,40.9,67,-27.96,151.67,403
22815,PARNDANA (PIONEER BEND),SA,1840.2,1882.8,40.9,67,-35.73,137.26,102
89074,DERRINALLUM (POST OFFICE),VIC,1798.2,1948.3,21.2,67,-37.95,143.22,177
43060,HAVELOCK,QLD,1735.6,1638.2,62.1,67,-26.08,147.90,434
41145,MARNHULL,QLD,1642.2,1872.1,21.2,67,-26.84,151.17,348
76064,WALPEUP RESEARCH,VIC,1135.4,1001.1,84.8,67,-35.12,142.00,105
10055,GABBIN,WA,778.7,1006.8,3.0,67,-30.80,117.68,340
70131,WOODHOUSELEE (LEESTON),NSW,2614.8,2396.8,72.3,66,-34.55,149.62,855
39258,WALLA ALERT-B,QLD,2376.8,2733.6,23.1,66,-25.14,151.98,15
94068,WOODBRIDGE,TAS,2367.8,2696.9,9.2,66,-43.15,147.24,3
86213,ROSEBUD (COUNTRY CLUB),VIC,2044.9,2355.7,9.2,66,-38.38,144.90,20
91072,LAUNCESTON (KINGS MEADOWS),TAS,2022.0,2074.2,43.1,66,-41.47,147.16,67
23756,WILLIAMSTOWN (GLEN GILLIAN),SA,1992.0,2079.7,33.9,66,-34.66,138.93,390
99005,FLINDERS ISLAND AIRPORT,TAS,1743.2,2238.4,3.1,66,-40.09,148.00,9
79003,BEAZLEYS BRIDGE,VIC,1277.6,1446.8,21.5,66,-36.70,143.16,219
75071,WANGANELLA GENERAL STORE,NSW,1247.0,1118.8,76.9,66,-35.21,144.82,87
77023,LALBERT,VIC,1236.3,1096.6,78.5,66,-35.67,143.38,85
10026,GOODLANDS,WA,776.4,935.7,13.8,66,-30.06,117.14,310
56111,ELSMORE (DANTHONIA),NSW,2389.6,2308.4,62.5,65,-29.78,151.36,780
51066,EUMUNGERIE POST OFFICE,NSW,1990.8,1713.4,84.4,65,-31.95,148.62,302
9626,PLEASANT VALLEY,WA,1660.4,1647.6,57.8,65,-33.71,121.56,60
4004,BAMBOO CREEK,WA,1644.3,1062.9,96.9,65,-20.93,120.21,250
37112,SUNNYSIDE,QLD,1448.7,1342.6,82.8,65,-23.97,143.30,170
23034,ADELAIDE AIRPORT,SA,1203.8,1311.1,21.9,65,-34.95,138.52,2
88009,CAIRN CURRAN RESERVOIR,VIC,1094.6,1461.2,7.8,65,-36.99,143.97,219
10155,CADOUX,WA,806.9,1029.1,4.7,65,-30.77,117.14,370
57103,KOOKABOOKRA,NSW,2924.2,2670.3,71.4,64,-30.01,152.01,975
63226,LITHGOW (COOERWULL),NSW,2648.6,2356.5,85.7,64,-33.48,150.13,900
89106,ADDINGTON,VIC,2200.6,2134.5,68.3,64,-37.42,143.67,485
39201,BELVEDERE,QLD,2019.0,2056.0,54.0,64,-24.33,149.86,94
61130,DOYLES CREEK (WOOD PARK),NSW,1872.8,1906.6,47.6,64,-32.51,150.80,113
9822,DALYUP PARK,WA,1847.8,1766.8,65.1,64,-33.78,121.56,30
10831,GLENROSE,WA,1089.4,1258.1,4.8,64,-33.48,117.61,330
13017,GILES METEOROLOGICAL OFFICE,WA,816.0,872.9,52.4,64,-25.03,128.30,598
46052,WANAARING (OWEN DOWNS),NSW,814.4,709.3,73.0,64,-29.41,143.38,115
5034,MOUNT STUART,WA,768.6,916.6,33.3,64,-22.46,116.05,160
96003,BUTLERS GORGE,TAS,4025.8,4975.4,0.0,63,-42.28,146.28,667
69052,BATEMANS BAY - BUCKENBOWRA,NSW,3240.4,3063.3,61.3,63,-35.73,150.05,30
90093,HORDERN VALE,VIC,3215.9,3287.1,40.3,63,-38.76,143.51,67
3032,DERBY AERO,WA,2710.8,2150.1,85.5,63,-17.37,123.66,6
63271,TUENA (WYOMING),NSW,2534.9,2310.3,75.8,63,-34.04,149.36,510
74037,YANCO AGRICULTURAL INSTITUTE,NSW,1191.2,1199.2,43.5,63,-34.62,146.43,164
76052,RED CLIFFS (POST OFFICE),VIC,924.0,873.4,59.7,63,-34.31,142.19,67
18193,KIMBA (CORTLINYE),SA,889.3,934.4,50.0,63,-33.03,136.32,299
22015,PRICE,SA,702.0,992.4,0.0,63,-34.30,138.00,2
20000,BIMBOWRIE,SA,641.7,582.3,72.6,63,-32.05,140.16,230
300004,MACQUARIE ISLAND,ANT,3613.2,3035.4,95.1,62,-54.50,158.94,6
23803,ASHTON CO-OP,SA,2742.4,3148.5,16.4,62,-34.94,138.73,540
94043,MIDDLETON POST OFFICE,TAS,2347.5,2703.8,4.9,62,-43.23,147.26,25
36050,ULCANBAH,QLD,2317.3,1677.3,91.8,62,-22.02,145.98,270
36031,LONGREACH AERO,QLD,1433.0,1279.6,63.1,62,-23.44,144.28,192
10625,PINGARING,WA,933.0,1026.1,22.9,62,-32.75,118.63,280
10692,NEWDEGATE RESEARCH STATION,WA,886.0,1089.5,8.2,62,-33.11,118.84,320
10151,HINES HILL,WA,744.2,838.3,26.2,62,-31.53,118.10,270
33002,AYR DPI RESEARCH STN,QLD,3954.2,2876.3,83.3,61,-19.62,147.38,17
83000,ARCHERTON,VIC,3863.6,4116.0,30.0,61,-36.91,146.24,907
94097,LEVENDALE,TAS,2074.2,2228.4,38.3,61,-42.54,147.57,350
48027,COBAR MO,NSW,1516.6,1190.2,91.7,61,-31.48,145.83,260
13015,CARNEGIE,WA,1069.2,777.7,86.7,61,-25.80,122.98,448
8022,BALGERBINE,WA,920.2,1106.7,8.3,61,-30.29,116.33,300
40051,CONONDALE TOWNSHIP,QLD,3461.6,3594.9,44.1,60,-26.73,152.72,140
40259,YARRAMAN UPPER,QLD,2609.0,2552.2,61.0,60,-26.89,151.90,594
35064,SPRING CREEK STATION,QLD,2058.2,1983.0,67.8,60,-24.45,147.90,400
92028,ORFORD SOUTH,TAS,1873.3,2184.6,23.7,60,-42.58,147.91,33
75140,GUNBAR (KELSEY),NSW,1336.0,1056.3,84.8,60,-34.15,145.14,99
10704,BALLAYING,WA,872.8,1098.2,0.0,60,-33.33,117.56,260
15511,CURTIN SPRINGS,NT,687.3,724.1,50.9,60,-25.31,131.76,490
8230,ELENA,WA,655.8,881.3,0.0,60,-30.38,116.72,290
57003,BONALBO POST OFFICE,NSW,3569.8,3129.0,77.6,59,-28.74,152.62,170
91060,MAWBANNA (MAWBANNA ROAD),TAS,3112.2,3863.0,0.0,59,-40.91,145.35,93
55136,WOOLBROOK (WOOLBROOK ROAD),NSW,2617.2,2341.0,84.5,59,-30.97,151.35,925
54073,NULLAMANNA (BELMORE),NSW,2163.0,2292.3,34.5,59,-29.64,151.24,653
86077,MOORABBIN AIRPORT,VIC,2068.6,2098.6,46.5,59,-37.98,145.10,12
39071,MOURA POST OFFICE,QLD,2054.2,2059.8,51.7,59,-24.57,149.97,148
41388,MURRALAH,QLD,1914.0,2009.7,44.8,59,-28.06,151.33,500
50110,PEAK HILL (WARATAH),NSW,1863.6,1615.7,77.6,59,-32.64,148.06,242
15623,UNDOOLYA,NT,1053.3,793.6,87.9,59,-23.69,134.04,558
8240,COOLANGATTA,WA,886.8,980.3,24.1,59,-28.91,115.51,270
31108,WALKAMIN RESEARCH STATION,QLD,4706.0,3140.7,100.0,58,-17.13,145.43,594
41085,QUEEN MARY FALLS,QLD,4009.0,3627.6,73.7,58,-28.33,152.39,895
40517,MCKENZIE CREEK,QLD,3872.0,3654.8,64.9,58,-27.20,152.75,104
83035,OMEO SHANNON VALE,VIC,2854.5,2755.7,68.4,58,-36.93,147.42,800
56094,DUNDEE (WATTLE DALE),NSW,2558.3,2772.2,24.6,58,-29.55,152.00,1100
63146,CHEETHAM FLATS (JUNDAS),NSW,2485.3,2552.4,45.6,58,-33.55,150.05,1060
56100,WELLINGROVE (WANGALEA),NSW,2287.7,2578.4,19.3,58,-29.63,151.57,911
72078,GARRYOWEN (YALLOCK),NSW,2112.6,2105.3,57.9,58,-35.68,147.52,361
55276,KEEPIT DAM,NSW,2070.4,1873.5,77.2,58,-30.88,150.49,304
22044,PORT CLINTON (KADDYINNA),SA,854.1,1028.8,17.5,58,-34.24,137.99,55
16065,ANDAMOOKA,SA,618.9,569.2,68.4,58,-30.45,137.17,76
6070,HILL SPRINGS,WA,517.1,711.9,12.3,58,-24.31,114.50,60
31158,GLEN HARDING,QLD,3664.0,2295.8,100.0,57,-18.25,145.13,650
9647,WEREROA,WA,3346.0,3532.6,21.4,57,-34.95,117.28,140
67014,MAROOTA (OLD TELEGRAPH ROAD),NSW,3049.8,2844.9,71.4,57,-33.46,151.00,203
39151,GONYELINKA,QLD,2013.3,1910.6,66.1,57,-24.81,150.22,201
91126,DEVONPORT AIRPORT,TAS,2010.1,2282.8,12.5,57,-41.17,146.43,8
41219,REDBANK,QLD,1837.2,1926.3,41.1,57,-27.99,151.55,414
40671,KILLARA,QLD,1815.5,2005.1,23.2,57,-26.28,151.19,348
15521,THE GARDEN,NT,1199.3,989.9,76.8,57,-23.28,134.42,678
21072,HUDDLESTON (WILLOW PONDS),SA,1066.0,1333.0,1.8,57,-33.33,138.32,190
10136,WIALKI SOUTH,WA,938.2,897.4,57.1,57,-30.59,118.15,400
10192,JOURERDINE,WA,828.9,887.3,26.8,57,-30.55,118.28,435
58020,MURWILLUMBAH (DUNGAY (TALESWOOD)),NSW,6388.4,5484.0,74.5,56,-28.29,153.37,20
40307,VINCENT VALE,QLD,2393.0,2446.7,45.5,56,-26.97,151.71,603
86223,DROMANA SUSSEX FARM,VIC,2294.7,2618.0,14.6,56,-38.34,145.03,76
47058,MENINDEE DWR DEPOT,NSW,910.3,802.5,70.9,56,-32.39,142.42,64
47048,BROKEN HILL AIRPORT AWS,NSW,869.2,753.5,78.2,56,-32.00,141.47,281
18113,WHARMINDA,SA,819.0,1027.3,7.3,56,-33.97,136.25,63
7177,MININER,WA,630.3,738.9,27.3,56,-23.60,117.69,450
7030,JUDAL STATION,WA,590.8,625.3,49.1,56,-26.11,117.50,500
58077,GRAFTON RESEARCH STN,NSW,3334.6,3063.0,68.5,55,-29.62,152.96,25
39242,BROADMEADOWS,QLD,3036.7,2907.6,61.1,55,-23.40,150.62,15
56098,DUNDEE (KARINGA),NSW,2378.2,2507.2,37.0,55,-29.58,151.95,1035
43095,NAMARAH,QLD,1729.4,1702.3,51.9,55,-27.39,149.39,332
70165,ROCK FLAT (OLD POST OFFICE),NSW,1645.4,1534.9,63.0,55,-36.35,149.20,893
38000,BEDOURIE,QLD,840.0,617.9,90.7,55,-24.36,139.47,91
76051,PIRLTA,VIC,824.8,813.0,53.7,55,-34.36,141.90,60
5007,LEARMONTH AIRPORT,WA,477.2,752.2,13.0,55,-22.24,114.10,5
61270,BOWMANS CREEK (GRENELL),NSW,2895.4,2614.3,75.5,54,-32.27,151.14,255
9613,WARNER GLEN,WA,2814.1,2974.4,35.9,54,-34.14,115.23,30
9771,YOONGARILLUP,WA,2307.4,2533.3,22.6,54,-33.74,115.47,60
72101,HOLBROOK (NARRABILLA),NSW,2145.2,2101.8,62.3,54,-35.71,147.49,315
9804,ADINA,WA,2083.4,2152.3,32.1,54,-33.88,122.22,60
89085,ARARAT PRISON,VIC,1673.8,1747.7,39.6,54,-37.28,142.98,295
71022,BERRIDALE (BOLTON STREET),NSW,1542.3,1711.4,28.3,54,-36.37,148.83,895
43080,KAROOLA PARK,QLD,1508.4,1628.6,24.5,54,-27.23,148.74,249
80067,CHARLTON (DONALD ST),VIC,1233.0,1271.1,43.4,54,-36.27,143.35,130
21076,MANOORA (COOINDA),SA,1071.0,1404.1,3.8,54,-33.93,138.81,430
8014,DALWALLINU NORTH,WA,917.8,861.0,69.8,54,-30.22,116.78,300
5017,ONSLOW AIRPORT,WA,540.8,909.7,5.7,54,-21.67,115.11,11
28008,LOCKHART RIVER AIRPORT,QLD,6130.8,6186.7,50.0,53,-12.79,143.30,19
40693,HIGHVALE,QLD,4400.6,3538.8,84.6,53,-27.38,152.82,98
66124,PARRAMATTA NORTH (MASONS DRIVE),NSW,2889.7,2971.6,46.1,53,-33.79,151.02,55
39128,BUNDABERG AERO,QLD,2765.6,3065.6,32.7,53,-24.91,152.32,31
39092,MIARA,QLD,2713.8,2949.8,32.7,53,-24.68,152.19,4
2021,MOUNT AMHURST,WA,2375.2,1536.5,94.2,53,-18.39,126.99,300
70117,DALTON (ROSE VALLEY),NSW,2190.2,1972.7,80.8,53,-34.72,149.12,560
29127,MOUNT ISA AERO,QLD,1905.0,1390.9,92.3,53,-20.68,139.49,340
94111,TAROONA (TAROONA CRESCENT),TAS,1643.2,1875.5,19.2,53,-42.95,147.35,20
25523,MENINGIE (NARANGA),SA,1311.7,1465.9,11.5,53,-35.86,139.56,15
25046,PINNAROO (KOMBALI),SA,874.4,948.9,40.4,53,-35.07,140.86,88
31069,INNOT HOT SPRINGS TOWNSHIP,QLD,4427.0,2691.4,100.0,52,-17.67,145.24,640
85238,ERICA (PARKERS CORNER),VIC,3181.8,3346.6,41.2,52,-37.95,146.39,483
55120,ATTUNGA (THE PINES),NSW,2295.0,1922.9,88.2,52,-30.93,150.79,381
70247,CANBERRA (AUSTRALIAN NATIONAL BOTANIC GA,NSW,2190.5,2097.9,66.7,52,-35.28,149.11,585
79071,APSLEY (POST OFFICE),VIC,1712.4,1727.8,45.1,52,-36.97,141.08,111
74205,BELFRAYDEN (NORTH MAYFIELD),NSW,1597.8,1486.8,68.6,52,-35.16,147.03,177
80091,KYABRAM,VIC,1524.6,1361.0,76.5,52,-36.34,145.06,105
74202,GANMAIN (ROSEDALE),NSW,1439.0,1518.0,35.3,52,-34.85,146.98,175
10878,CHESALON,WA,1022.6,1231.4,7.8,52,-33.56,119.58,350
58113,GREEN PIGEON (MORNING VIEW),NSW,5315.7,4938.8,68.0,51,-28.47,153.09,210
41208,SPRING CREEK,QLD,2994.8,2862.5,52.0,51,-28.35,152.34,610
14626,DALY WATERS AIRSTRIP,NT,2795.0,2054.7,96.0,51,-16.26,133.38,210
63132,LIDSDALE (MADDOX LANE),NSW,2367.6,2319.7,58.0,51,-33.38,150.08,890
15135,TENNANT CREEK AIRPORT,NT,2354.2,1456.5,100.0,51,-19.64,134.18,376
61191,BULGA (SOUTH WAMBO),NSW,2124.3,2058.5,54.0,51,-32.61,150.98,80
9105,WANNEROO,WA,1949.4,2424.0,6.0,51,-31.73,115.79,30
38035,TRINIDAD,QLD,1572.7,1134.5,88.0,51,-25.59,143.89,255
24554,TAILEM BEND (NATURI),SA,1003.0,1125.4,10.0,51,-35.20,139.59,50
18116,CLEVE AERODROME,SA,831.4,1039.8,6.0,51,-33.71,136.50,175
10699,MINDARABIN,WA,815.8,1118.4,2.0,51,-33.71,118.19,320
57095,TABULAM (MUIRNE),NSW,4506.6,3830.2,81.6,50,-28.76,152.45,555
91055,LORINNA,TAS,3462.2,4026.4,6.1,50,-41.54,146.14,259
55190,GOWRIE SOUTH,NSW,2860.8,2426.5,85.7,50,-31.37,150.84,579
67026,SEVEN HILLS (COLLINS ST),NSW,2794.1,2676.6,63.3,50,-33.77,150.93,50
55183,DURI (ASHGROVE) NO 142,NSW,2479.0,2156.4,77.5,50,-31.30,150.86,477
55056,WILLOW TREE (GREEN HILLS),NSW,2145.6,2079.9,59.2,50,-31.73,150.51,375
86210,BONBEACH (CARRUM (PATTERSON RIVER COUNTR,VIC,1892.1,2123.9,14.3,50,-38.07,145.13,5
18182,CEDUNA (UWORRA),SA,789.0,915.1,6.1,50,-31.97,133.33,77
45029,ORIENTOS STATION,QLD,671.6,597.0,71.4,50,-28.07,141.53,92
40284,BEERBURRUM FOREST STATION,QLD,4460.9,4510.9,54.2,49,-26.96,152.96,48
60075,GLOUCESTER (UPPER BOWMAN),NSW,4125.0,3295.5,95.8,49,-31.95,151.79,280
40028,BROOWEENA LAHEY ST,QLD,3411.0,3032.0,79.2,49,-25.60,152.26,116
9928,VERMEULEN,WA,3300.8,3364.3,37.5,49,-34.84,116.72,180
91223,MARRAWAH,TAS,3065.7,3209.1,31.3,49,-40.91,144.71,107
55016,DANGLEMAH (RUTHERGLEN),NSW,2578.2,2273.5,81.3,49,-31.00,151.23,655
50108,WILMATHA (WANGANUI),NSW,1798.0,1523.8,83.3,49,-32.57,147.22,257
9772,ERINAIR,WA,1485.2,1631.0,18.8,49,-33.76,121.22,60
94022,FORT DIRECTION,TAS,1396.4,1578.5,18.8,49,-43.04,147.41,26
81083,EPPALOCK RESERVOIR,VIC,1355.2,1581.2,14.6,49,-36.85,144.53,201
24025,BERRI,SA,805.2,788.2,60.4,49,-34.27,140.60,50
8294,WANDANA,WA,792.0,981.2,12.5,49,-28.21,115.29,260
59139,NANA GLEN (COWLING CLOSE),NSW,5034.0,4265.6,78.7,48,-30.10,153.00,70
61250,PATERSON (TOCAL AWS),NSW,3073.2,2857.4,68.1,48,-32.63,151.59,30
9710,BUREKUP,WA,2555.8,2707.2,38.3,48,-33.31,115.82,20
57091,URALLA (BLUE NOBBY),NSW,2543.0,2815.7,25.5,48,-30.72,151.85,1067
85137,TARWIN LOWER (RIVERSIDE),VIC,2301.7,2710.1,6.4,48,-38.72,145.90,10
82109,MOLYULLAH (KILLANOOLA),VIC,2248.1,2182.0,63.8,48,-36.61,146.11,210
88109,MANGALORE AIRPORT,VIC,1849.2,1736.0,68.1,48,-36.89,145.19,141
89045,BUANGOR (BIRANGA),VIC,1668.8,1934.9,8.5,48,-37.41,143.06,395
44174,WALLEN,QLD,1426.4,1146.9,85.1,48,-27.62,145.83,221
75041,GRIFFITH AIRPORT AWS,NSW,1273.0,1211.3,59.6,48,-34.25,146.07,134
23370,STOCKPORT (CLIFTON),SA,1114.5,1348.8,12.8,48,-34.31,138.73,160
24572,WELLINGTON (BRINKLEY SOUTH),SA,1096.2,1096.0,42.5,48,-35.28,139.20,8
21102,NUROM (RIVERSIDE FARM),SA,999.6,1135.2,14.9,48,-33.35,138.10,42
18166,WIRRULLA (PIMBENA),SA,749.8,881.6,14.9,48,-32.28,134.47,95
40269,KARRAGARRA ISLAND,QLD,4570.7,4330.6,67.4,47,-27.64,153.38,6
97045,ARVE VALLEY (ARVE ROAD),TAS,3544.2,4079.3,0.0,47,-43.14,146.79,148
40677,MAROON DAM,QLD,3389.2,2799.8,95.7,47,-28.18,152.66,231
61288,LOSTOCK DAM,NSW,3293.1,2945.9,71.7,47,-32.33,151.46,200
9240,BICKLEY,WA,3086.2,3252.6,32.6,47,-32.01,116.14,384
9113,ROLEYSTONE,WA,2691.6,2958.5,15.2,47,-32.11,116.08,250
90138,IRREWILLIPE (TOMAHAWK CREEK),VIC,2240.7,2627.9,4.3,47,-38.44,143.44,140
9633,TAMAR,WA,2092.6,2261.2,15.2,47,-34.86,118.11,90
39248,TECOMA,QLD,2026.0,1914.5,63.0,47,-24.94,150.80,306
35207,MOUNTAIN VIEW,QLD,1903.9,1974.5,54.4,47,-24.22,148.10,340
9789,ESPERANCE,WA,1831.2,1849.8,52.2,47,-33.83,121.89,25
89068,ROKEWOOD,VIC,1768.2,1690.2,69.6,47,-37.90,143.72,177
53085,GARAH (DELVIN),NSW,1612.0,1705.0,41.3,47,-28.97,149.67,184
75072,WEETHALLE (MOUNTAIN VIEW),NSW,1269.6,1294.3,56.5,47,-33.94,146.61,210
18184,CLEVE (NINGANA),SA,1113.6,1256.0,19.6,47,-33.61,136.37,281
33053,MOUNT JUKES,QLD,6555.0,6252.0,57.8,46,-21.00,148.94,30
58127,CLUNES (FLATLEY DRIVE),NSW,5831.1,4801.3,84.4,46,-28.73,153.41,89
69023,NELLIGEN (THULE ROAD),NSW,3698.7,3137.8,82.2,46,-35.65,150.15,5
69042,MORUYA (THE LAGOON),NSW,3291.5,3353.3,44.4,46,-35.77,149.94,70
2056,KUNUNURRA AERO,WA,2931.2,2547.7,80.0,46,-15.78,128.71,44
91219,SCOTTSDALE (WEST MINSTONE ROAD),TAS,2752.8,2920.6,31.1,46,-41.17,147.49,198
54078,INVERELL (WANDERA),NSW,2509.6,2274.7,82.2,46,-29.68,151.15,645
41175,APPLETHORPE,QLD,2351.8,2296.1,62.2,46,-28.62,151.95,872
40388,UPPER TENTHILL,QLD,2319.4,2384.9,40.0,46,-27.63,152.22,139
61143,BULGA (DOWN TOWN),NSW,2104.6,2074.8,53.3,46,-32.65,151.02,69
35274,JUANITA,QLD,2100.3,1678.8,86.7,46,-23.85,148.11,245
73110,GRENFELL (COROWOOD),NSW,2044.0,1904.0,71.1,46,-33.95,148.08,381
39106,MOUNT KROOMBIT,QLD,1824.5,1901.8,42.2,46,-24.41,150.73,248
87124,BUCKLEY (BALLIWINDI),VIC,1630.8,1818.7,17.8,46,-38.25,144.09,135
74148,NARRANDERA AIRPORT AWS,NSW,1374.2,1381.2,51.1,46,-34.71,146.51,145
9037,BADGINGARRA RESEARCH STN,WA,1371.6,1647.8,13.3,46,-30.34,115.54,275
23355,RIVERTON (LEEWARD),SA,1274.6,1490.4,6.7,46,-34.21,138.79,275
8251,KALBARRI,WA,1160.8,1010.5,86.7,46,-27.71,114.17,6
76106,MURRAYVILLE (CARINA),VIC,974.8,1021.8,46.7,46,-35.25,141.08,100
10872,DUNELM,WA,843.2,964.8,13.3,46,-33.17,118.25,300
61170,DUNGOG - MAIN CREEK (YERANDA),NSW,4458.9,3654.9,95.5,45,-32.28,151.79,154
23801,LENSWOOD,SA,2599.6,2981.4,2.3,45,-34.95,138.81,480
55105,ATTUNGA (TARANA),NSW,2584.4,2154.7,90.9,45,-30.80,150.86,545
9111,KARNET,WA,2439.8,3373.7,2.3,45,-32.44,116.08,286
84096,BUCHAN SOUTH,VIC,2400.4,2351.0,54.5,45,-37.55,148.14,240
9842,JARRAHWOOD,WA,2333.2,2758.9,6.8,45,-33.80,115.67,130
70263,GOULBURN TAFE,NSW,2044.8,1930.4,68.2,45,-34.75,149.70,670
26067,MOUNT SCHANK (JETHIA),SA,2011.6,2219.9,4.5,45,-37.96,140.77,21
94125,MARGATE (SUNNYSIDE),TAS,1925.4,2198.9,9.1,45,-43.02,147.25,24
52067,ROWENA POST OFFICE,NSW,1889.6,1641.5,84.1,45,-29.81,148.91,155
88108,VAUGHAN,VIC,1841.1,1884.4,43.2,45,-37.16,144.21,277
13030,TELFER AERO,WA,1526.2,1125.9,90.9,45,-21.71,122.23,292
7139,PAYNES FIND,WA,866.9,856.8,54.5,45,-29.27,117.68,339
25039,LOWALDIE,SA,854.2,935.2,22.7,45,-35.05,139.98,57
14703,CENTRE ISLAND,NT,3973.6,3117.2,90.7,44,-15.74,136.82,12
70237,NIMMITABEL (COTTESLOE),NSW,2804.0,3111.2,30.2,44,-36.59,149.38,1190
63113,ORANGE (ANGULLONG),NSW,2566.5,2300.1,79.1,44,-33.55,148.91,600
40672,WITHCOTT,QLD,2499.8,2459.9,55.8,44,-27.55,152.02,261
67002,CASTLEREAGH (CASTLEREAGH ROAD),NSW,2433.7,2636.0,39.5,44,-33.67,150.67,15
